 -0.1180  -0.1180  -0.1704
 -0.1180  -0.1180  -0.1704
 -0.1180  -0.1180  -0.1704
 -0.1178  -0.1178  -0.1707
 -0.1179  -0.1443  -0.1443
 -0.1181  -0.1442  -0.1443
 -0.1181  -0.1443  -0.1442
 -0.0999  -0.1361  -0.1623
 -0.0961  -0.1223  -0.1662
 -0.1180  -0.1704  -0.1180
 -0.1180  -0.1704  -0.1180
 -0.1180  -0.1704  -0.1180
 -0.0999  -0.1623  -0.1361
 -0.0878  -0.1482  -0.1482
 -0.0832  -0.1266  -0.1619
 -0.0776  -0.1322  -0.1584
 -0.0744  -0.1268  -0.1616
 -0.1178  -0.1707  -0.1178
 -0.0961  -0.1662  -0.1223
 -0.0832  -0.1619  -0.1266
 -0.0776  -0.1584  -0.1322
 -0.0643  -0.1454  -0.1454
 -0.0525  -0.1311  -0.1574
 -0.0524  -0.1311  -0.1573
 -0.0524  -0.1311  -0.1574
 -0.0744  -0.1616  -0.1268
 -0.0525  -0.1574  -0.1311
 -0.0524  -0.1573  -0.1311
 -0.0390  -0.1446  -0.1446
 -0.0311  -0.1360  -0.1525
 -0.0524  -0.1574  -0.1311
 -0.0311  -0.1525  -0.1360
 -0.0183  -0.1494  -0.1390
 -0.0130  -0.1444  -0.1444
 -0.0183  -0.1390  -0.1494
 -0.0081  -0.1392  -0.1492
 -0.0081  -0.1492  -0.1392
  0.0081  -0.1492  -0.1392
  0.0133  -0.1444  -0.1444
  0.0081  -0.1392  -0.1492
  0.0183  -0.1390  -0.1494
  0.0183  -0.1494  -0.1390
  0.0311  -0.1525  -0.1360
  0.0397  -0.1446  -0.1446
  0.0311  -0.1360  -0.1525
  0.0525  -0.1311  -0.1573
  0.0524  -0.1311  -0.1574
  0.0525  -0.1311  -0.1574
  0.0525  -0.1573  -0.1311
  0.0524  -0.1574  -0.1311
  0.0672  -0.1458  -0.1458
  0.0744  -0.1268  -0.1616
  0.0805  -0.1329  -0.1591
  0.0832  -0.1266  -0.1619
  0.0525  -0.1574  -0.1311
  0.0744  -0.1616  -0.1268
  0.0805  -0.1591  -0.1329
  0.0918  -0.1442  -0.1442
  0.0961  -0.1223  -0.1662
  0.1049  -0.1311  -0.1574
  0.1180  -0.1180  -0.1704
  0.1178  -0.1178  -0.1707
  0.1180  -0.1180  -0.1704
  0.0832  -0.1619  -0.1266
  0.0961  -0.1662  -0.1223
  0.1049  -0.1574  -0.1311
  0.1181  -0.1443  -0.1443
  0.1181  -0.1442  -0.1443
  0.1180  -0.1180  -0.1704
  0.1180  -0.1704  -0.1180
  0.1178  -0.1707  -0.1178
  0.1180  -0.1704  -0.1180
  0.1181  -0.1443  -0.1442
  0.1180  -0.1704  -0.1180
 -0.1442  -0.1181  -0.1443
 -0.1443  -0.1179  -0.1443
 -0.1443  -0.1181  -0.1442
 -0.1361  -0.0999  -0.1623
 -0.1223  -0.0961  -0.1662
 -0.1442  -0.1443  -0.1181
 -0.1443  -0.1442  -0.1181
 -0.1443  -0.1443  -0.1179
 -0.1152  -0.0946  -0.1676
 -0.0946  -0.1152  -0.1676
 -0.0883  -0.0952  -0.1739
 -0.0952  -0.0883  -0.1739
 -0.0828  -0.0828  -0.1794
 -0.1361  -0.1623  -0.0999
 -0.0682  -0.1154  -0.1678
 -0.0764  -0.0809  -0.1813
 -0.0587  -0.0987  -0.1773
