  0.2271   0.2271   0.2725
  0.2271   0.2271   0.2725
  0.2271   0.2271   0.2725
  0.2271   0.2271   0.2729
  0.2270   0.2498   0.2498
  0.2271   0.2497   0.2498
  0.2271   0.2498   0.2497
  0.2184   0.2498   0.2725
  0.2271   0.2498   0.2878
  0.2271   0.2725   0.2271
  0.2271   0.2725   0.2271
  0.2271   0.2725   0.2271
  0.2184   0.2725   0.2498
  0.2203   0.2725   0.2725
  0.2271   0.2646   0.2952
  0.2253   0.2725   0.2952
  0.2271   0.2725   0.3026
  0.2271   0.2729   0.2271
  0.2271   0.2878   0.2498
  0.2271   0.2952   0.2646
  0.2253   0.2952   0.2725
  0.2250   0.2952   0.2952
  0.2271   0.2952   0.3179
  0.2271   0.2952   0.3179
  0.2271   0.2952   0.3180
  0.2271   0.3026   0.2725
  0.2271   0.3179   0.2952
  0.2271   0.3179   0.2952
  0.2265   0.3179   0.3179
  0.2271   0.3179   0.3322
  0.2271   0.3180   0.2952
  0.2271   0.3322   0.3179
  0.2271   0.3406   0.3316
  0.2268   0.3406   0.3406
  0.2271   0.3316   0.3406
  0.2271   0.3406   0.3493
  0.2271   0.3493   0.3406
  0.2271   0.3633   0.3547
  0.2268   0.3633   0.3633
  0.2271   0.3547   0.3633
  0.2271   0.3633   0.3724
  0.2271   0.3724   0.3633
  0.2271   0.3861   0.3717
  0.2264   0.3861   0.3861
  0.2271   0.3717   0.3861
  0.2271   0.3861   0.4088
  0.2271   0.3860   0.4088
  0.2271   0.3861   0.4088
  0.2271   0.4088   0.3861
  0.2271   0.4088   0.3860
  0.2243   0.4088   0.4088
  0.2271   0.4013   0.4315
  0.2240   0.4088   0.4315
  0.2271   0.4088   0.4393
  0.2271   0.4088   0.3861
  0.2271   0.4315   0.4013
  0.2240   0.4315   0.4088
  0.2270   0.4315   0.4315
  0.2271   0.4162   0.4542
  0.2270   0.4315   0.4542
  0.2271   0.4315   0.4769
  0.2271   0.4311   0.4769
  0.2271   0.4315   0.4769
  0.2271   0.4393   0.4088
  0.2271   0.4542   0.4162
  0.2270   0.4542   0.4315
  0.2270   0.4542   0.4542
  0.2271   0.4542   0.4543
  0.2271   0.4315   0.4769
  0.2271   0.4769   0.4315
  0.2271   0.4769   0.4311
  0.2271   0.4769   0.4315
  0.2271   0.4543   0.4542
  0.2271   0.4769   0.4315
  0.2497   0.2271   0.2498
  0.2498   0.2270   0.2498
  0.2498   0.2271   0.2497
  0.2498   0.2184   0.2725
  0.2498   0.2271   0.2878
  0.2497   0.2498   0.2271
  0.2498   0.2497   0.2271
  0.2498   0.2498   0.2270
  0.2498   0.2319   0.2952
  0.2319   0.2498   0.2952
  0.2439   0.2498   0.3179
  0.2498   0.2439   0.3179
  0.2498   0.2498   0.3334
  0.2498   0.2725   0.2184
  0.2316   0.2725   0.3179
  0.2498   0.2538   0.3406
  0.2379   0.2725   0.3406
  0.2431   0.2725   0.3633
  0.2498   0.2624   0.3633
  0.2472   0.2725   0.3861
  0.2498   0.2685   0.3861
  0.2498   0.2725   0.4033
  0.2498   0.2878   0.2271
  0.2319   0.2952   0.2498
  0.2498   0.2952   0.2319
  0.2307   0.2952   0.3406
  0.2346   0.2952   0.3633
  0.2384   0.2952   0.3861
  0.2498   0.2746   0.4088
  0.2424   0.2952   0.4088
  0.2471   0.2952   0.4315
  0.2498   0.2864   0.4315
  0.2498   0.2952   0.4403
  0.2439   0.3179   0.2498
  0.2498   0.3179   0.2439
  0.2316   0.3179   0.2725
  0.2276   0.3179   0.3406
  0.2300   0.3179   0.3633
  0.2334   0.3179   0.3861
  0.2377   0.3179   0.4088
  0.2432   0.3179   0.4315
  0.2498   0.3179   0.4521
  0.2498   0.3334   0.2498
  0.2498   0.3406   0.2538
  0.2379   0.3406   0.2725
  0.2307   0.3406   0.2952
  0.2276   0.3406   0.3179
  0.2276   0.3406   0.3633
  0.2300   0.3406   0.3861
  0.2342   0.3406   0.4088
  0.2401   0.3406   0.4315
  0.2498   0.3234   0.4542
  0.2479   0.3406   0.4542
  0.2498   0.3406   0.4582
  0.2431   0.3633   0.2725
  0.2498   0.3633   0.2624
  0.2346   0.3633   0.2952
  0.2300   0.3633   0.3179
  0.2276   0.3633   0.3406
  0.2276   0.3633   0.3861
  0.2307   0.3633   0.4088
  0.2365   0.3633   0.4315
